X1,offense,offense_conference,offense_score,defense,defense_conference,defense_score,drive_id,id,period,minutes,seconds,down,distance,yard_line,yards_to_goal,play_type,play_text,yards_gained,ppa,yards_gained_raw,simple_play_type,game_pd,id_by_quarter,time
1207,Northwestern,Big Ten,3,Michigan State,Big Ten,24,40111221520,51,3,0,1,1,10,25,75,Rush,Isaiah Bowser run for 3 yds to the Nwest 28,3,-0.2957674139440157,3,2,Michigan State 3,3.009,Q3 0M 1S
1210,Northwestern,Big Ten,3,Michigan State,Big Ten,24,40111221520,52,4,14,40,2,7,28,72,Pass Reception,Aidan Smith pass complete to Charlie Mangieri for 8 yds to the Nwest 36 for a 1ST down,8,1.2263299258900062,8,1,Michigan State 4,4,Q4 14M 40S
1208,Northwestern,Big Ten,3,Michigan State,Big Ten,24,40111221520,53,4,14,2,1,10,36,64,Sack,Aidan Smith sacked by Raequan Williams for a loss of 9 yards to the Nwest 27,-9,-1.9731450136729638,-9,1,Michigan State 4,4.0009999999999994,Q4 14M 2S
1226,Northwestern,Big Ten,3,Michigan State,Big Ten,31,40111221522,54,4,12,15,1,10,34,66,Rush,Aidan Smith run for 3 yds to the Nwest 37,3,-0.3978048422172354,3,2,Michigan State 4,4.002,Q4 12M 15S
1225,Northwestern,Big Ten,3,Michigan State,Big Ten,31,40111221522,55,4,11,28,2,7,37,63,Pass Reception,Aidan Smith pass complete to Ramaud Chiaokhiao-Bowman for 4 yds to the Nwest 41,4,-0.1399547488305864,4,1,Michigan State 4,4.002999999999999,Q4 11M 28S
1224,Northwestern,Big Ten,3,Michigan State,Big Ten,31,40111221522,56,4,11,14,3,3,41,59,Rush,Aidan Smith run for 2 yds to the Nwest 43,2,-0.4991530978534272,2,2,Michigan State 4,4.004,Q4 11M 14S
1223,Northwestern,Big Ten,3,Michigan State,Big Ten,31,40111221522,57,4,10,26,4,1,43,57,Rush,Drake Anderson run for 15 yds to the MchSt 42 for a 1ST down,15,3.078746607058739,15,2,Michigan State 4,4.005,Q4 10M 26S
1222,Northwestern,Big Ten,3,Michigan State,Big Ten,31,40111221522,58,4,10,0,1,10,58,42,Pass Reception,Aidan Smith pass complete to Riley Lees for 6 yds to the MchSt 36,6,0.2799158523170034,6,1,Michigan State 4,4.005999999999999,Q4 10M 0S
1221,Northwestern,Big Ten,3,Michigan State,Big Ten,31,40111221522,59,4,9,39,2,4,64,36,Rush,Drake Anderson run for 14 yds to the MchSt 22 for a 1ST down,14,0.3673968526066606,14,2,Michigan State 4,4.007,Q4 9M 39S
1217,Northwestern,Big Ten,3,Michigan State,Big Ten,31,40111221522,60,4,9,0,1,10,78,22,Fumble Recovery (Own),"Aidan Smith run for a loss of 12 yards to the MchSt 30 Aidan Smith fumbled, recovered by Nwest Aidan Smith  Aidan Smith run for 4 yds to the MchSt 30",4,-0.029486254339333,4,2,Michigan State 4,4.008,Q4 9M 0S
1220,Northwestern,Big Ten,3,Michigan State,Big Ten,31,40111221522,61,4,8,45,2,18,70,30,Rush,Jace James run for 5 yds to the MchSt 25,5,0.0418297350954562,5,2,Michigan State 4,4.0089999999999995,Q4 8M 45S
1218,Northwestern,Big Ten,3,Michigan State,Big Ten,31,40111221522,62,4,8,16,3,13,75,25,Pass Incompletion,Aidan Smith pass incomplete,0.5,-0.9463874847592544,0,1,Michigan State 4,4.01,Q4 8M 16S
1233,Northwestern,Big Ten,3,Michigan State,Big Ten,31,40111221524,63,4,5,20,1,10,37,63,Rush,Drake Anderson run for 11 yds to the Nwest 48 for a 1ST down,11,1.0424565048673191,11,2,Michigan State 4,4.010999999999999,Q4 5M 20S
1236,Northwestern,Big Ten,3,Michigan State,Big Ten,31,40111221524,64,4,5,0,1,10,48,52,Rush,Drake Anderson run for no gain to the Nwest 48,0.5,-1.1430602484821704,0,2,Michigan State 4,4.012,Q4 5M 0S
1235,Northwestern,Big Ten,3,Michigan State,Big Ten,31,40111221524,65,4,4,41,2,10,48,52,Pass Reception,Aidan Smith pass complete to Bennett Skowronek for 20 yds to the MchSt 32 for a 1ST down,20,2.279595111603639,20,1,Michigan State 4,4.013,Q4 4M 41S
1234,Northwestern,Big Ten,3,Michigan State,Big Ten,31,40111221524,66,4,4,22,1,10,68,32,Rush,Drake Anderson run for 17 yds to the MchSt 15 for a 1ST down,17,0.3133203360238794,17,2,Michigan State 4,4.013999999999999,Q4 4M 22S
1232,Northwestern,Big Ten,3,Michigan State,Big Ten,31,40111221524,67,4,4,12,1,10,85,15,Rush,Aidan Smith run for 4 yds to the MchSt 11,4,-0.019365161227934,4,2,Michigan State 4,4.015,Q4 4M 12S
1239,Northwestern,Big Ten,3,Michigan State,Big Ten,31,40111221524,68,4,3,45,2,6,89,11,Pass Incompletion,Aidan Smith pass incomplete,0.5,-0.3363006671858974,0,1,Michigan State 4,4.016,Q4 3M 45S
1231,Northwestern,Big Ten,3,Michigan State,Big Ten,31,40111221524,69,4,3,33,3,6,89,11,Rush,Drake Anderson run for 7 yds to the MchSt 4 for a 1ST down,7,1.2256743992649395,7,2,Michigan State 4,4.0169999999999995,Q4 3M 33S
1238,Northwestern,Big Ten,3,Michigan State,Big Ten,31,40111221524,70,4,2,47,1,4,96,4,Rush,Drake Anderson run for 2 yds to the MchSt 2,2,-0.379746006608248,2,2,Michigan State 4,4.018,Q4 2M 47S
1237,Northwestern,Big Ten,10,Michigan State,Big Ten,31,40111221524,71,4,2,41,2,2,98,2,Rushing Touchdown,"Drake Anderson run for 2 yds for a TD, (Charlie Kuhbander KICK)",2,2.067936525322223,2,2,Michigan State 4,4.018999999999999,Q4 2M 41S
1250,Northwestern,Big Ten,10,Michigan State,Big Ten,31,40111221526,72,4,1,29,1,10,65,35,Pass Incompletion,Aidan Smith pass incomplete,0.5,-0.6918622905019662,0,1,Michigan State 4,4.02,Q4 1M 29S
1246,Northwestern,Big Ten,10,Michigan State,Big Ten,31,40111221526,73,4,1,9,2,10,65,35,Rush,Drake Anderson run for 7 yds to the MchSt 28,7,0.3913581141405002,7,2,Michigan State 4,4.021,Q4 1M 9S
1251,Northwestern,Big Ten,10,Michigan State,Big Ten,31,40111221526,74,4,0,55,3,3,72,28,Rush,Aidan Smith run for 5 yds to the MchSt 23 for a 1ST down,5,0.6091152820671935,5,2,Michigan State 4,4.021999999999999,Q4 0M 55S
1248,Northwestern,Big Ten,10,Michigan State,Big Ten,31,40111221526,75,4,0,45,1,10,77,23,Pass Incompletion,Aidan Smith pass incomplete,0.5,-0.4181180581276075,0,1,Michigan State 4,4.023,Q4 0M 45S
1249,Northwestern,Big Ten,10,Michigan State,Big Ten,31,40111221526,76,4,0,40,2,10,77,23,Pass Incompletion,Aidan Smith pass incomplete,0.5,-0.550474767221999,0,1,Michigan State 4,4.024,Q4 0M 40S
1252,Northwestern,Big Ten,10,Michigan State,Big Ten,31,40111221526,77,4,0,20,3,10,77,23,Rush,Drake Anderson run for 9 yds to the MchSt 14,9,0.537348154023615,9,2,Michigan State 4,4.0249999999999995,Q4 0M 20S
1247,Northwestern,Big Ten,10,Michigan State,Big Ten,31,40111221526,78,4,0,13,4,1,86,14,Rush,Drake Anderson run for a loss of 1 yard to the MchSt 15,-1,-3.90477765060278,-1,2,Michigan State 4,4.026,Q4 0M 13S
1266,Northwestern,Big Ten,9,Minnesota,Big Ten,21,40111223611,30,2,1,37,1,10,12,88,Rush,Drake Anderson run for 2 yds to the Nwest 14,2,-0.24856252157946201,2,2,Minnesota 2,2.017,Q2 1M 37S
1262,Northwestern,Big Ten,9,Minnesota,Big Ten,21,40111223611,31,2,1,10,2,8,14,86,Rush,Andrew Marty run for 5 yds to the Nwest 19,5,0.04647797902326367,5,2,Minnesota 2,2.0180000000000002,Q2 1M 10S
1265,Northwestern,Big Ten,9,Minnesota,Big Ten,21,40111223611,32,2,0,48,3,3,19,81,Rush,Jesse Brown run for 2 yds to the Nwest 21,2,-0.17643979769615736,2,2,Minnesota 2,2.019,Q2 0M 48S
1274,Northwestern,Big Ten,9,Minnesota,Big Ten,21,40111223613,33,2,0,34,1,10,40,60,Pass Reception,Andrew Marty pass complete to Riley Lees for 1 yd to the Nwest 41,1,-0.9114215282702052,1,1,Minnesota 2,2.02,Q2 0M 34S
1269,Northwestern,Big Ten,9,Minnesota,Big Ten,21,40111223613,34,2,0,14,2,19,31,69,Rush,Andrew Marty run for 6 yds to the Nwest 37,6,0.0894834575432828,6,2,Minnesota 2,2.021,Q2 0M 14S
1272,Northwestern,Big Ten,9,Minnesota,Big Ten,21,40111223613,35,2,0,0,3,13,37,63,Rush,Evan Hull run for 6 yds to the Nwest 43,6,0.10982956434326319,6,2,Minnesota 2,2.0220000000000002,Q2 0M 0S
1298,Northwestern,Big Ten,9,Minnesota,Big Ten,28,40111223615,36,3,9,53,1,10,36,64,Pass Incompletion,Andrew Marty pass incomplete,0.5,-1.041155320344064,0,1,Minnesota 3,3,Q3 9M 53S
1295,Northwestern,Big Ten,9,Minnesota,Big Ten,28,40111223615,37,3,9,38,2,10,36,64,Rush,Andrew Marty run for 3 yds to the Nwest 39,3,-0.2715344290511279,3,2,Minnesota 3,3.001,Q3 9M 38S
1299,Northwestern,Big Ten,9,Minnesota,Big Ten,28,40111223615,38,3,9,8,3,7,39,61,Pass Reception,Andrew Marty pass complete to Riley Lees for 12 yds to the Minn 49 for a 1ST down,12,2.6975518055332746,12,1,Minnesota 3,3.0020000000000002,Q3 9M 8S
1300,Northwestern,Big Ten,9,Minnesota,Big Ten,28,40111223615,39,3,8,46,1,10,51,49,Pass Reception,Andrew Marty pass complete to Trey Pugh for 8 yds to the Minn 41,8,0.8169103744621043,8,1,Minnesota 3,3.003,Q3 8M 46S
1287,Northwestern,Big Ten,9,Minnesota,Big Ten,28,40111223615,40,3,8,17,2,2,59,41,Rush,Evan Hull run for 3 yds to the Minn 38 for a 1ST down,3,-0.149172471410044,3,2,Minnesota 3,3.004,Q3 8M 17S
1303,Northwestern,Big Ten,9,Minnesota,Big Ten,28,40111223615,41,3,7,49,1,15,57,43,Rush,Andrew Marty run for 9 yds to the Minn 34,9,0.7617713407747716,9,2,Minnesota 3,3.005,Q3 7M 49S
1297,Northwestern,Big Ten,9,Minnesota,Big Ten,28,40111223615,42,3,7,21,2,6,66,34,Rush,Drake Anderson run for no gain to the Minn 34,0.5,-0.8356244462696232,0,2,Minnesota 3,3.0060000000000002,Q3 7M 21S
1301,Northwestern,Big Ten,9,Minnesota,Big Ten,28,40111223615,43,3,6,52,3,6,66,34,Rush,Drake Anderson run for 9 yds to the Minn 25 for a 1ST down,9,1.3105955431615097,9,2,Minnesota 3,3.007,Q3 6M 52S
1296,Northwestern,Big Ten,9,Minnesota,Big Ten,28,40111223615,44,3,6,28,1,10,75,25,Pass Reception,Andrew Marty pass complete to Drake Anderson for 8 yds to the Minn 17,8,0.478161110671337,8,1,Minnesota 3,3.008,Q3 6M 28S
1293,Northwestern,Big Ten,9,Minnesota,Big Ten,28,40111223615,45,3,5,59,2,2,83,17,Rush,Andrew Marty run for no gain to the Minn 17,0.5,-0.5535903430999805,0,2,Minnesota 3,3.009,Q3 5M 59S
1294,Northwestern,Big Ten,9,Minnesota,Big Ten,28,40111223615,46,3,5,26,3,2,83,17,Rush,Drake Anderson run for 1 yd to the Minn 16,1,-0.3959420955390553,1,2,Minnesota 3,3.0100000000000002,Q3 5M 26S
1292,Northwestern,Big Ten,9,Minnesota,Big Ten,28,40111223615,47,3,4,51,4,1,84,16,Rush,Andrew Marty run for 3 yds to the Minn 13 for a 1ST down,3,0.6325264751879093,3,2,Minnesota 3,3.011,Q3 4M 51S
1291,Northwestern,Big Ten,9,Minnesota,Big Ten,28,40111223615,48,3,4,17,1,10,89,11,Rush,"Andrew Marty run for 2 yds to the Minn 11 for a 1ST down MINNESOTA Penalty, Personal Foul (Mariano Sori-Marin) to the Minn 5 for a 1ST down",8,0.4458816745421395,8,2,Minnesota 3,3.012,Q3 4M 17S
1290,Northwestern,Big Ten,9,Minnesota,Big Ten,28,40111223615,49,3,3,52,1,5,95,5,Rush,Evan Hull run for 3 yds to the Minn 2,3,-0.184155684763349,3,2,Minnesota 3,3.013,Q3 3M 52S
1289,Northwestern,Big Ten,16,Minnesota,Big Ten,28,40111223615,50,3,3,27,2,2,98,2,Rushing Touchdown,Andrew Marty 2 Yd Run (Charlie Kuhbander Kick),2,2.067936525322223,2,2,Minnesota 3,3.0140000000000002,Q3 3M 27S
1321,Northwestern,Big Ten,16,Minnesota,Big Ten,35,40111223617,51,4,13,13,1,10,38,62,Rush,Evan Hull run for no gain to the Nwest 38,0.5,-1.087995077167328,0,2,Minnesota 4,4,Q4 13M 13S
1322,Northwestern,Big Ten,16,Minnesota,Big Ten,35,40111223617,52,4,12,36,2,10,38,62,Rush,Andrew Marty run for 4 yds to the Nwest 42,4,-0.126245501854279,4,2,Minnesota 4,4.0009999999999994,Q4 12M 36S
1318,Northwestern,Big Ten,16,Minnesota,Big Ten,35,40111223617,53,4,12,7,3,6,42,58,Pass Incompletion,Andrew Marty pass incomplete to Andrew Marty,0.5,-0.6401731194806475,0,1,Minnesota 4,4.002,Q4 12M 7S
1344,Northwestern,Big Ten,16,Minnesota,Big Ten,38,40111223619,54,4,6,9,1,10,23,77,Pass Reception,Andrew Marty pass complete to Riley Lees for 40 yds to the Minn 37 for a 1ST down,40,3.1589484627126536,40,1,Minnesota 4,4.002999999999999,Q4 6M 9S
1343,Northwestern,Big Ten,16,Minnesota,Big Ten,38,40111223619,55,4,5,40,1,10,63,37,Pass Reception,Andrew Marty pass complete to Ramaud Chiaokhiao-Bowman for 6 yds to the Minn 31,6,0.2454411832668482,6,1,Minnesota 4,4.004,Q4 5M 40S
1342,Northwestern,Big Ten,16,Minnesota,Big Ten,38,40111223619,56,4,5,1,2,4,69,31,Rush,Drake Anderson run for 3 yds to the Minn 28,3,-0.2359116020761503,3,2,Minnesota 4,4.005,Q4 5M 1S
1341,Northwestern,Big Ten,16,Minnesota,Big Ten,38,40111223619,57,4,3,59,1,5,82,18,Rush,Andrew Marty run for 4 yds to the Minn 14,4,-0.02249372244021,4,2,Minnesota 4,4.005999999999999,Q4 3M 59S
1340,Northwestern,Big Ten,16,Minnesota,Big Ten,38,40111223619,58,4,3,29,2,1,86,14,Rush,Drake Anderson run for 7 yds to the Minn 7 for a 1ST down,7,-0.169561682999164,7,2,Minnesota 4,4.007,Q4 3M 29S
1338,Northwestern,Big Ten,16,Minnesota,Big Ten,38,40111223619,59,4,3,14,1,7,93,7,Rush,Drake Anderson run for 4 yds to the Minn 3,4,-0.014669983632882,4,2,Minnesota 4,4.008,Q4 3M 14S
1339,Northwestern,Big Ten,16,Minnesota,Big Ten,38,40111223619,60,4,2,43,2,3,97,3,Rush,Drake Anderson run for 2 yds to the Minn 1,2,-0.242573615219457,2,2,Minnesota 4,4.0089999999999995,Q4 2M 43S
1335,Northwestern,Big Ten,22,Minnesota,Big Ten,38,40111223619,61,4,2,1,3,1,99,1,Rushing Touchdown,"Andrew Marty run for 1 yd for a TD Timeout NORTHWESTERN, clock 02:01 (Two-Point Conversion failed )",1,2.45399822917955,1,2,Minnesota 4,4.01,Q4 2M 1S
1355,Northwestern,Big Ten,3,Nebraska,Big Ten,10,40111224211,26,2,3,47,3,6,64,64,Pass Reception,Aidan Smith pass complete to Riley Lees for 15 yds to the Neb 49 for a 1ST down,15,2.7777638740411987,15,1,Nebraska 2,2.011,Q2 3M 47S
1356,Northwestern,Big Ten,3,Nebraska,Big Ten,10,40111224211,27,2,3,47,2,7,65,65,Rush,Drake Anderson run for 1 yd to the Nwest 36,1,-0.642390586087778,1,2,Nebraska 2,2.012,Q2 3M 47S
1357,Northwestern,Big Ten,3,Nebraska,Big Ten,10,40111224211,28,2,3,47,3,2,41,41,Rush,Aidan Smith run for 4 yds to the Neb 37 for a 1ST down,4,0.9927838055600838,4,2,Nebraska 2,2.013,Q2 3M 47S
1358,Northwestern,Big Ten,3,Nebraska,Big Ten,10,40111224211,29,2,3,47,1,10,49,49,Pass Reception,Aidan Smith pass complete to Berkeley Holman for 2 yds to the Neb 47,2,-0.6159141942829951,2,1,Nebraska 2,2.0140000000000002,Q2 3M 47S
1359,Northwestern,Big Ten,3,Nebraska,Big Ten,10,40111224211,30,2,3,47,1,10,68,68,Rush,Drake Anderson run for 3 yds to the Nwest 35,3,-0.3783931239488095,3,2,Nebraska 2,2.015,Q2 3M 47S
1362,Northwestern,Big Ten,3,Nebraska,Big Ten,10,40111224211,31,2,3,47,1,10,37,37,Pass Incompletion,Aidan Smith pass incomplete to Kyric McGowan,0.5,-0.7519361608312708,0,1,Nebraska 2,2.016,Q2 3M 47S
1363,Northwestern,Big Ten,3,Nebraska,Big Ten,10,40111224211,32,2,3,47,2,10,37,37,Pass Incompletion,Aidan Smith pass incomplete,0.5,-0.965964585356966,0,1,Nebraska 2,2.017,Q2 3M 47S
1364,Northwestern,Big Ten,3,Nebraska,Big Ten,10,40111224211,33,2,3,47,3,10,37,37,Pass Incompletion,Aidan Smith pass incomplete to JJ Jefferson,0.5,-1.0141995897501808,0,1,Nebraska 2,2.0180000000000002,Q2 3M 47S
1365,Northwestern,Big Ten,3,Nebraska,Big Ten,10,40111224211,34,2,3,47,2,8,47,47,Pass Reception,Aidan Smith pass complete to JJ Jefferson for 6 yds to the Neb 41,6,0.3340523088834164,6,1,Nebraska 2,2.019,Q2 3M 47S
1373,Northwestern,Big Ten,3,Nebraska,Big Ten,10,40111224213,35,2,0,31,1,10,63,63,Pass Reception,Aidan Smith pass complete to John Moten IV for 8 yds to the Nwest 45,8,1.0359877217814513,8,1,Nebraska 2,2.02,Q2 0M 31S
1376,Northwestern,Big Ten,3,Nebraska,Big Ten,10,40111224213,36,2,0,31,2,2,55,55,Pass Reception,Aidan Smith pass complete to Riley Lees for 9 yds to the Neb 46 for a 1ST down,9,0.4712356636618347,9,1,Nebraska 2,2.021,Q2 0M 31S
1377,Northwestern,Big Ten,3,Nebraska,Big Ten,10,40111224213,37,2,0,5,1,10,46,46,Sack,Aidan Smith sacked by Ben Stille and Caleb Tannor for a loss of 1 yard to the Neb 47,-1,-1.2569748578032964,-1,1,Nebraska 2,2.0220000000000002,Q2 0M 5S
1383,Northwestern,Big Ten,3,Nebraska,Big Ten,10,40111224215,38,3,13,15,1,10,58,58,Rush,Drake Anderson run for 12 yds to the Neb 46 for a 1ST down,12,1.0184158039048512,12,2,Nebraska 3,3,Q3 13M 15S
1384,Northwestern,Big Ten,3,Nebraska,Big Ten,10,40111224215,39,3,13,15,1,10,46,46,Rush,Drake Anderson run for 8 yds to the Neb 38,8,0.7522360030063563,8,2,Nebraska 3,3.001,Q3 13M 15S
1385,Northwestern,Big Ten,3,Nebraska,Big Ten,10,40111224215,40,3,13,15,2,2,38,38,Rush,Aidan Smith run for 7 yds to the Neb 31 for a 1ST down,7,-0.05089476494484,7,2,Nebraska 3,3.0020000000000002,Q3 13M 15S
1386,Northwestern,Big Ten,3,Nebraska,Big Ten,10,40111224215,41,3,13,15,1,10,31,31,Rush,Drake Anderson run for 8 yds to the Neb 23,8,0.521143846211366,8,2,Nebraska 3,3.003,Q3 13M 15S
1387,Northwestern,Big Ten,3,Nebraska,Big Ten,10,40111224215,42,3,13,15,2,2,23,23,Rush,Aidan Smith run for 7 yds to the Neb 16 for a 1ST down,7,-0.2479203974307924,7,2,Nebraska 3,3.004,Q3 13M 15S
1388,Northwestern,Big Ten,10,Nebraska,Big Ten,10,40111224215,43,3,11,20,1,2,2,2,Rushing Touchdown,"Aidan Smith run for 2 yds for a TD, (Charlie Kuhbander KICK)",2,1.213235297672098,2,2,Nebraska 3,3.005,Q3 11M 20S
1397,Northwestern,Big Ten,10,Nebraska,Big Ten,10,40111224217,44,3,9,9,2,10,65,65,Rush,Drake Anderson run for 1 yd to the Nwest 36,1,-0.5027038392730798,1,2,Nebraska 3,3.0060000000000002,Q3 9M 9S
1398,Northwestern,Big Ten,10,Nebraska,Big Ten,10,40111224217,45,3,9,9,3,14,69,69,Rush,John Moten IV run for 10 yds to the Nwest 41,10,0.4017353278634914,10,2,Nebraska 3,3.007,Q3 9M 9S
1399,Northwestern,Big Ten,10,Nebraska,Big Ten,10,40111224217,46,3,9,9,1,10,65,65,Pass Incompletion,Aidan Smith pass incomplete to Riley Lees,0.5,-1.0146424556055624,0,1,Nebraska 3,3.008,Q3 9M 9S
1400,Northwestern,Big Ten,10,Nebraska,Big Ten,10,40111224217,47,3,9,9,1,10,89,89,Rush,Drake Anderson run for 1 yd to the Nwest 12,1,-0.3073715013582188,1,2,Nebraska 3,3.009,Q3 9M 9S
1401,Northwestern,Big Ten,10,Nebraska,Big Ten,10,40111224217,48,3,9,9,2,9,88,88,Pass Reception,Aidan Smith pass complete to Ramaud Chiaokhiao-Bowman for 23 yds to the Nwest 35 for a 1ST down,23,1.8282267987945557,23,1,Nebraska 3,3.0100000000000002,Q3 9M 9S
1413,Northwestern,Big Ten,10,Nebraska,Big Ten,10,40111224219,49,3,3,43,1,10,68,68,Rush,Aidan Smith run for no gain to the Nwest 32,0.5,-0.9262377870973815,0,2,Nebraska 3,3.011,Q3 3M 43S
1414,Northwestern,Big Ten,10,Nebraska,Big Ten,10,40111224219,50,3,3,43,3,3,61,61,Pass Incompletion,"Aidan Smith pass incomplete to Riley Lees, broken up by JoJo Domann",0.5,-0.7168858256336534,0,1,Nebraska 3,3.012,Q3 3M 43S
1416,Northwestern,Big Ten,10,Nebraska,Big Ten,10,40111224219,51,3,3,43,1,10,80,80,Pass Incompletion,Aidan Smith pass incomplete to Ramaud Chiaokhiao-Bowman,0.5,-0.5586693796725282,0,1,Nebraska 3,3.013,Q3 3M 43S
1417,Northwestern,Big Ten,10,Nebraska,Big Ten,10,40111224219,52,3,3,43,3,6,76,76,Pass Reception,Aidan Smith pass complete to John Moten IV for 8 yds to the Nwest 32 for a 1ST down,8,1.4700315773271626,8,1,Nebraska 3,3.0140000000000002,Q3 3M 43S
1418,Northwestern,Big Ten,10,Nebraska,Big Ten,10,40111224219,53,3,3,43,2,10,68,68,Fumble Recovery (Own),"Evan Hull run for 7 yds to the Nwest 39 Evan Hull fumbled, forced by Cam Taylor-Britt,",7,0.4177688714086419,7,2,Nebraska 3,3.015,Q3 3M 43S
1419,Northwestern,Big Ten,10,Nebraska,Big Ten,10,40111224219,54,3,3,43,2,10,80,80,Rush,Aidan Smith run for 4 yds to the Nwest 24,4,-0.04461511769139115,4,2,Nebraska 3,3.016,Q3 3M 43S
1425,Northwestern,Big Ten,10,Nebraska,Big Ten,10,40111224221,55,4,14,53,3,9,44,44,Pass Reception,Aidan Smith pass complete to JJ Jefferson for a loss of 2 yards to the Neb 46,-2,-1.2117318288446128,-2,1,Nebraska 4,4,Q4 14M 53S
1426,Northwestern,Big Ten,10,Nebraska,Big Ten,10,40111224221,56,4,14,53,1,10,59,59,Rush,Drake Anderson run for 5 yds to the Nwest 46,5,0.1104175997643273,5,2,Nebraska 4,4.0009999999999994,Q4 14M 53S
1427,Northwestern,Big Ten,10,Nebraska,Big Ten,10,40111224221,57,4,14,53,2,5,54,54,Rush,Drake Anderson run for 9 yds to the Neb 45 for a 1ST down,9,1.072080664967032,9,2,Nebraska 4,4.002,Q4 14M 53S
1428,Northwestern,Big Ten,10,Nebraska,Big Ten,10,40111224221,58,4,14,53,2,10,45,45,Rush,Aidan Smith run for 1 yd to the Neb 44,1,-0.8501473409052432,1,2,Nebraska 4,4.002999999999999,Q4 14M 53S
1429,Northwestern,Big Ten,10,Nebraska,Big Ten,10,40111224221,59,4,14,53,1,10,45,45,Pass Incompletion,Aidan Smith pass incomplete to JJ Jefferson,0.5,-0.997770018980635,0,1,Nebraska 4,4.004,Q4 14M 53S
1436,Northwestern,Big Ten,10,Nebraska,Big Ten,10,40111224223,60,4,10,52,3,8,21,21,Pass Reception,Aidan Smith pass complete to John Moten IV for 5 yds to the Neb 16,5,0.0415382618478723,5,1,Nebraska 4,4.005,Q4 10M 52S
1437,Northwestern,Big Ten,10,Nebraska,Big Ten,10,40111224223,61,4,10,52,2,11,24,24,Rush,Aidan Smith run for 3 yds to the Neb 21,3,-0.185271133059663,3,2,Nebraska 4,4.005999999999999,Q4 10M 52S
1439,Northwestern,Big Ten,10,Nebraska,Big Ten,10,40111224223,62,4,10,52,2,5,55,55,Pass Reception,"Aidan Smith pass complete to Riley Lees for 2 yds to the Neb 47 for a 1ST down NEBRASKA Penalty, personal foul (JoJo Domann) to the Neb 38 for a 1ST down",17,1.5516935305433035,17,1,Nebraska 4,4.007,Q4 10M 52S
1440,Northwestern,Big Ten,10,Nebraska,Big Ten,10,40111224223,63,4,10,52,1,10,60,60,Pass Reception,Aidan Smith pass complete to Riley Lees for 5 yds to the Nwest 45,5,0.1106144250151839,5,1,Nebraska 4,4.008,Q4 10M 52S
1441,Northwestern,Big Ten,10,Nebraska,Big Ten,10,40111224223,64,4,10,52,1,10,23,23,Rush,Aidan Smith run for a loss of 1 yard to the Neb 24,-1,-0.5191767230513005,-1,2,Nebraska 4,4.0089999999999995,Q4 10M 52S
1452,Northwestern,Big Ten,10,Nebraska,Big Ten,10,40111224225,65,4,5,56,2,25,90,90,Rush,Aidan Smith run for 5 yds to the Nwest 15,5,0.0025098850337031,5,2,Nebraska 4,4.01,Q4 5M 56S
1453,Northwestern,Big Ten,10,Nebraska,Big Ten,10,40111224225,66,4,5,56,3,20,85,85,Rush,John Moten IV run for 6 yds to the Nwest 21,6,0.01268158369592153,6,2,Nebraska 4,4.010999999999999,Q4 5M 56S
1454,Northwestern,Big Ten,10,Nebraska,Big Ten,10,40111224225,67,4,5,56,1,10,75,75,Fumble Recovery (Own),"Aidan Smith pass complete to Riley Lees for 5 yds Riley Lees fumbled, forced by Collin Miller, recovered by Nwest Riley Lees",5,0.0945451165334843,5,2,Nebraska 4,4.012,Q4 5M 56S
1459,Northwestern,Big Ten,10,Nebraska,Big Ten,10,40111224227,68,4,2,13,1,10,57,57,Pass Reception,Aidan Smith pass complete to Riley Lees for 9 yds to the Neb 48,9,1.2806291789588773,9,1,Nebraska 4,4.013,Q4 2M 13S
1460,Northwestern,Big Ten,10,Nebraska,Big Ten,10,40111224227,69,4,2,13,1,10,80,80,Rush,John Moten IV run for 6 yds to the Nwest 26,6,0.2888240217992033,6,2,Nebraska 4,4.013999999999999,Q4 2M 13S
1461,Northwestern,Big Ten,10,Nebraska,Big Ten,10,40111224227,70,4,2,13,2,4,74,74,Rush,Aidan Smith run for 6 yds to the Nwest 32 for a 1ST down,6,0.57792305816404,6,2,Nebraska 4,4.015,Q4 2M 13S
1462,Northwestern,Big Ten,10,Nebraska,Big Ten,10,40111224227,71,4,2,13,2,10,68,68,Pass Reception,Aidan Smith pass complete to Berkeley Holman for 11 yds to the Nwest 43 for a 1ST down,11,1.9802318052279144,11,1,Nebraska 4,4.016,Q4 2M 13S
1464,Northwestern,Big Ten,10,Nebraska,Big Ten,10,40111224227,72,4,2,13,1,10,68,68,Pass Incompletion,Aidan Smith pass incomplete to Ramaud Chiaokhiao-Bowman,0.5,-0.9262377870973815,0,1,Nebraska 4,4.0169999999999995,Q4 2M 13S
1483,Northwestern,Big Ten,0,Stanford,Pac-12,10,40111224510,21,3,14,47,1,10,75,75,Pass Reception,TJ Green pass complete to Charlie Mangieri for 7 yds to the Nwest 32,7,0.604642460086338,7,1,Stanford 3,3,Q3 14M 47S
1482,Northwestern,Big Ten,0,Stanford,Pac-12,10,40111224510,22,3,14,26,2,3,68,68,Rush,Isaiah Bowser run for 10 yds to the Nwest 42 for a 1ST down,10,0.911409447595668,10,2,Stanford 3,3.001,Q3 14M 26S
